esco_id,occupationUri,preferredLabel,combined_text
1510,http://data.europa.eu/esco/occupation/78faf623-2543-43a5-acb2-3c43a22d36e4,blockchain architect,"blockchain architect decentralized ledger technology specialist
DLT specialist
blockchain technology specialist
DLT architect Blockchain architects are ICT system architects that are specialized in blockchain-based solutions. They design architecture, components, modules, interfaces, and data for a decentralized system to meet specified requirements. develop blockchain innovative architectures, identify blockchain innovation opportunities, explain blockchain implications, analyse blockchain use cases, recognise blockchain application areas, evaluate blockchain architectures, create business process models, analyse ICT system, define roadmap for blockchain in applications, design process for blockchain-based systems, develop blockchain technology, design information system, outline blockchain-based identity management, interpret technical requirements, explain distributed ledger technologies principles, recognise blockchain risks, define technical requirements, implement cryptographic constructs, define software architecture"
1511,http://data.europa.eu/esco/occupation/79082f76-4b11-4594-8437-2db567331f41,road marker,"road marker construction worker
road marking machine operator
road marking worker
road marking operative
white line marker
carriageway sign painter
road marking technician
road painter
construction worker (road marking)
road marking operator Road markers apply markings to roads to increase safety, indicate traffic regulations, and help road users find the way. They use different pieces of machinery to paint lines onto the road and install other markings such as reflective cat's eyes. work ergonomically, dispose of hazardous waste, dispose of non-hazardous waste, paint with a paint gun, inspect construction supplies, place temporary road signage, operate road marking machine, follow health and safety procedures in construction, inspect paintwork, work safely with chemicals, inspect asphalt, use safety equipment in construction"
1512,http://data.europa.eu/esco/occupation/790c8dca-f624-4bdc-ac16-27bc13ead188,sound designer,"sound designer music and sound artist
sound designer and composer
sound designer and engineer
sound designer & composer
composer & sound designer
audio designer
composer and sound designer
audio engineer and sound artist
sound engineer & designer
sound designer and audio engineer
audio engineer & sound artist
sound designer and music composer
sound artist and audio engineer
sound designer & engineer
sound engineer and designer
music composer and sound designer
audio engineer and sound designer
music composer & sound designer
sound designer & audio engineer
sound designer & music composer Sound designers develop a sound design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. Sound designers prepare audio fragments to be used in a performance, which can involve recording, composing, manipulating and editing. Sound designers develop plans, cue lists and other documentation to support the operators and production crew. Sound designers sometimes also work as autonomous artists, creating sound art outside a performance context. analyse the artistic concept based on stage actions, monitor developments in technology used for design, work ergonomically, understand artistic concepts, mix multi-track recordings, safeguard artistic quality of performance, develop an artistic framework, analyse music score, monitor sociological trends, analyse the scenography, perform quality control of design during a run, use specialised design software, communicate during show, update design results during rehearsals, attend rehearsals, research new ideas, conduct costume research, adapt to artists' creative demands, coordinate audio system programmes, program sound cues, verify feasibility, prevent fire in a performance environment, operate an audio mixing console, use communication equipment, mix sound in a live situation, work safely with chemicals, contextualise artistic work, coach staff for running the performance, meet deadlines, analyse a script, record multi-track sound, propose improvements to artistic production, work safely with mobile electrical systems under supervision, work with respect for own safety, present artistic design proposals, use audio reproduction software, define artistic approach, adapt existing designs to changed circumstances, use technical documentation, develop design concept, plan audiovisual recording, operate sound live, keep up with trends, develop design ideas cooperatively"
1513,http://data.europa.eu/esco/occupation/79874366-6ec2-4601-aceb-9dbb8e68d015,fruit and vegetables shop manager,"fruit and vegetables shop manager greengrocers store manager
organic fruit shop manager
organic fruit and vegetable shop manager
greengrocery store manager
fruit shop manager
fruiterer
organic fruit store manager
fruit and vegetables store manager
greengrocer
vegetable shop manager
greengrocers shop manager
fruiterers shop manager
organic vegetable shop manager
greengrocery shop manager
organic fruit and vegetable store manager
greengrocery counter manager
fruiterers store manager
organic vegetable store manager Fruit and vegetables shop managers assume responsibility for activities and staff in specialised shops for fruit and vegetables. purchase fruits and vegetables, study sales levels of products, set up pricing strategies, order supplies, manage budgets, maintain relationship with customers, monitor compliance with EU marketing standards for vegetables, check quality of fruits and vegetables, manage staff, maintain relationship with suppliers, use different communication channels, recruit employees, obtain relevant licenses, oversee promotional sales prices, ensure correct goods labelling, negotiate sales contracts, measure customer feedback, advise customers on preparation of fruits and vegetables, perform procurement processes, maximise sales revenues, ensure compliance with purchasing and contracting regulations, adhere to organisational guidelines, monitor proper product handling, ensure client orientation, set sales goals, apply health and safety standards, advise customers on storage of fruits and vegetables, supervise merchandise displays, monitor customer service, manage theft prevention, handle sensitive products, negotiate buying conditions"
1514,http://data.europa.eu/esco/occupation/79c2e54e-26e8-4cdc-a7f1-908e000bfb83,secondary school teaching assistant,"secondary school teaching assistant teaching assistant in secondary schools
assistant in secondary school teaching
secondary school instructional assistant
secondary school teaching aide
high school teaching assistant
secondary school paraprofessional
secondary school assistant
secondary school TA
secondary education teaching assistant Secondary school teaching assistants provide various support services to secondary school teachers such as instructional and practical support. They help with the preparation of lesson materials needed in class and reinforce instructions with students in need of extra attention. They also perform basic clerical duties, monitor the students' learning progress and behaviour and supervise the students with and without the teacher present. handle children's problems, guarantee students' safety, monitor student's behaviour, assess the development of youth, compile course material, manage student relationships, support the positiveness of youths, adapt teaching to student's capabilities, apply teaching strategies, maintain students' discipline, teach secondary education class content, provide teacher support, support children's wellbeing, perform playground surveillance, give constructive feedback, provide lesson materials, assist students in their learning, encourage students to acknowledge their achievements"
1515,http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,heating and ventilation service installer,"heating and ventilation service installer HVAC heating mechanic
heating instrument inspector
HVACR inspector
air conditioning and refrigeration inspector
ventilation and air-conditioning inspector
heating, ventilation, air conditioning (and refrigeration) service engineer
air conditioning inspector
heating, ventilation and air conditioning mechanic
HVAC mechanic Heating and ventilation service installers maintain and place industrial heating and refrigeration systems. They set up furnaces, thermostats, ducts, vents, and other equipment needed to ensure the controlled passage and treatment of air. They also carry out repairs. work ergonomically, apply proofing membranes, resolve equipment malfunctions, operate welding equipment, record test data, maintain electrical equipment, perform test run, install electrical and electronic equipment, install heating boiler, conduct routine machinery checks, use testing equipment, install heating, ventilation, air conditioning and refrigeration ducts, perform maintenance on installed equipment, consult technical resources, install ventilation equipment, use measurement instruments, maintain electronic equipment, operate hot glue gun, install heating furnace, operate soldering equipment, operate hand drill"
1516,http://data.europa.eu/esco/occupation/79f8f68c-5509-4119-9373-8bef1c364d31,travel agent,"travel agent reservations agent
travel booking agent
sales agent
travel sales agent Travel agents design and market travel programme itineraries for potential travellers or visitors. distribute local information materials, comply with food safety and hygiene, produce content for tourism brochures, implement marketing strategies, oversee all travel arrangements, maintain relationship with customers, handle customer complaints, upsell products, quote prices, process booking, provide tourism related information, advertise travel insurance, engage local communities in the management of natural protected areas, manage conservation of natural and cultural heritage, maintain relationship with suppliers, sell tourist packages, develop inclusive communication material, identify customer's needs, maintain customer service, support local tourism, educate on sustainable tourism, support community-based tourism, measure customer feedback, use customer relationship management software, ensure the privacy of guests, provide customised products, implement sales strategies, manage visitor flows in natural protected areas, process payments, achieve sales targets, maintain customer records, apply foreign languages in tourism, present reports, handle financial transactions, manage digital archives"
1517,http://data.europa.eu/esco/occupation/79fed799-ab3a-43d9-bd91-414c2c3b2f57,tooling engineer,"tooling engineer tooling engineering expert
toolmaker/tooling engineer
manufacturing tooling engineer
tooling technology engineering adviser
tooling development engineer
tooling engineering specialist
tooling design engineer
press tooling engineer
toolmaker
tools engineer
tooling technology engineering specialist
tooling technology engineering expert
tooling engineering consultant
tooling engineering adviser
tooling technology engineer
tooling technology engineering consultant Tooling engineers design new tools for manufacturing equipment. They prepare tooling quotation requests. They estimate costs and delivery time, manage tooling construction follow-up and supervise the routine maintenance of tools. They also analyse data to determine the cause of major tooling difficulties and develop recommendations and action plans for solutions. execute analytical mathematical calculations, use computer-aided engineering systems, adjust engineering designs, provide cost benefit analysis reports, perform scientific research, create a product's virtual model, use technical drawing software, build a product's physical model, read engineering drawings, use CAD software, determine production feasibility, estimate duration of work, approve engineering design"
1518,http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8,licensing manager,"licensing manager assistant international licensing manager
trainee brand licensing manager
senior international licensing manager
graduate brand licensing manager
senior licensing manager
assistant brand licensing manager
trainee licensing and brand manager
graduate licensing and brand manager
trainee licensing manager
graduate international licensing manager
assistant licensing and brand manager
assistant licensing manager
graduate licensing manager
senior licensing and brand manager
senior brand licensing manager
trainee international licensing manager Licensing managers oversee licenses and rights of a company regarding use of its products or intellectual property. They ensure that third parties comply with specified agreements and contracts, and negotiate with and maintain relationships between both parties. apply company policies, carry out strategic research, establish usage policies, manage staff, use different communication channels, manage licensee portofolio, abide by business ethical code of conducts, apply strategic thinking, manage licensing fees, monitor compliance with licensing agreements, manage financial risk, meet deadlines, ensure compliance with purchasing and contracting regulations, adhere to organisational guidelines, compare contractors' bids, develop licensing agreements, have computer literacy, build business relationships, handle financial transactions, perform market research, negotiate rights of use"
1519,http://data.europa.eu/esco/occupation/7a0afb5e-f118-449a-82bd-d8b9230fd49f,tunnel boring machine operator,"tunnel boring machine operator tunneller
tunnelling equipment operator
TBM operator
tunnelling machine operator
tunnelling equipment operative Tunnel boring machine operators work on large pieces of tunnelling equipment commonly known as TBMs. They regulate the operation of the machine, adjusting the torque of the rotating cutting wheel and screw conveyor to maximise stability of the tunnel before tunnel rings are installed. Tunnel boring machine operators then put the reinforced concrete rings in place using remote controls. work ergonomically, switch tunnel boring machine modes, transport construction supplies, drive tunnel boring machine, prevent damage to utility infrastructure, follow health and safety procedures in construction, operate theodolite, tend boring machine, install tunnel segments, react to events in time-critical environments, use safety equipment in construction"
1520,http://data.europa.eu/esco/occupation/7a18e959-44fe-49ae-9757-124f46a7487c,prop maker,"prop maker property maker and designer
property maker and set dresser
property maker & modeller
prop maker and modeller
prop modeller & maker
prop maker & modeller
property maker and scenic painter
scenic artist & property maker
property maker & set dresser
prop maker & designer
property modeller and maker
property designer and maker
property designer & maker
property maker and scenic artist
set dresser & prop maker
scenic painter & property maker
prop modeller and maker
prop builder
set dresser and prop maker
scenic painter and property maker
scenic artist and property maker
prop designer and maker
property maker & designer
property modeller & maker
scenic artist and prop maker
prop maker & scenic artist
prop designer & maker
property builder
scenic painter & prop maker
prop maker and scenic painter
prop maker and scenic artist
scenic painter and prop maker
property maker and modeller
prop & puppet maker
set dresser and property maker
prop maker and designer
scenic artist & prop maker
property maker & scenic artist
property maker
property maker & scenic painter
prop maker and set dresser
property & puppet maker
prop maker & scenic painter
set dresser & property maker
prop maker & set dresser Prop makers construct, build, prepare, adapt and maintain props used on stage and for filming movies or television programs. Props may be simple imitations of real life objects, or may include electronic, pyrotechnical, or other effects. Their work is based on artistic vision, sketches and plans. They work in close cooperation with the designers involved in the production. work ergonomically, understand artistic concepts, follow work schedule, adapt props, build devices into props, develop prop effects, work safely with machines, use personal protection equipment, adapt to artists' creative demands, prevent fire in a performance environment, prepare personal work environment, maintain theatre equipment, finish project within budget, translate artistic concepts to technical designs, work safely with chemicals, maintain workshop space, define prop building methods, work safely with mobile electrical systems under supervision, work with respect for own safety, interpret artistic intentions, maintain props, build props, keep up with trends"
1521,http://data.europa.eu/esco/occupation/7a3996d8-b90d-4b81-bd5e-e37f005b2683,director of compliance and information security in gambling,"director of compliance and information security in gambling manager of compliance and information security in gambling
gambing compliance and information security manager
gambling compliance and information security director Directors of compliance and information security in gambling follow the regulatory compliance for gambling and oversee information security to ensure secure and safe use of all information technology associated with gambling. apply conflict management, implement ICT security policies, handle customer complaints, follow ethical code of conduct of gambling, manage gambling operation, ensure compliance with policies, handle game complaints"
1522,http://data.europa.eu/esco/occupation/7a523273-9fff-4f11-beb6-110eeaec1436,recycling specialist,"recycling specialist solid waste division supervisor
trainee recycling co-ordinator
recycling and waste reduction specialist
recycling development co-ordinator
supermarket recycling co-ordinator
senior recycling co-ordinator
recycling research specialist
recycling equipment specialist
waste recycling co-ordinator
recycling manager
recycling and reclamation coordinator
recycling specialist advisor
recycling supervisor
recycling management specialist
recycling equipment technician
filling station recycling co-ordinator
recycling team supervisor
recycling and reclamation co-ordinator
waste recycling specialist
recycling programe manager
community recyling coordinator
garden centre recycling co-ordinator
recycling policy specialist
department store recycling co-ordinator
recycling co-ordinator
recycling director
recycling development coordinator
community recycling co-ordinator
hypermarket recycling co-ordinator
reycling development co-ordinator
recycling policy advisor
household recycling coordinator
waste consultant
recycling coordinator
recycling programme manager
outlet centre recycling co-ordinator
waste management consultant
recycling operations manager
recycling inspector
household recycling co-ordinator
waste recovery specialist Recycling specialists research recycling policies and legislation, and supervise implementation in an organisation to ensure that waste management occurs according to regulations. They perform inspections, provide recycling equipment, and supervise recycling workers. They also advise organisations on ways they can improve their waste management procedures. ensure compliance with environmental legislation, ensure compliance with waste legislative regulations, maintain recycling records, obtain relevant licenses, inspect recycling procedures, oversee quality control, carry out environmental audits, update licenses, develop recycling programs, identify new recycling opportunities, promote environmental awareness, monitor legislation developments, coordinate shipments of recycling materials, train staff on recycling programs, follow recycling collection schedules, manage recycling program budget, build business relationships, advise on waste management procedures"
1523,http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea,financial risk manager,"financial risk manager budget and debt advisor
financial risk department manager
bank risk manager Financial risk managers identify and assess potential risk areas threatening the assets or capital of organisations and give advice on how to deal with them. They specialise in either credit, market, operational or regulatory risk analysis. They use statistical analysis to evaluate risk, make recommendations to reduce and control financial risk and review documentation for legal compliance. apply credit risk policy, integrate strategic foundation in daily performance, advise on risk management, enforce financial policies, analyse market financial trends, strive for company growth, estimate profitability, create a financial plan, interpret financial statements, advise on financial matters, manage financial risk, analyse internal factors of companies, advise on tax policy, create risk reports, analyse external factors of companies, assess risk factors, collect financial data, analyse financial risk, create risk maps, liaise with managers, follow company standards, make strategic business decisions"
1524,http://data.europa.eu/esco/occupation/7aedaa07-3884-4c5b-88f9-80997b2aa54b,welder,"welder fitter
repair and maintenance technician
gas welder
oxyacetylene welder
repair fitter
naval welder
steel welder
maintenance technician
arc welder
aircraft welder
naval metalworker
construction welder
repair technician
underwater welder
aerospace welder
maintenance welder
marine welder
oxy welder
motor vehicle welder
repair welder
oxy-fuel welder
boiler welder
production welder
welding practitioner Welders operate welding equipment in order to join metal workpieces together. They can use fusion welding processes based on different techniques and materials. They also perform simple visual inspection of welds. weld in hyperbaric conditions, operate oxy-fuel welding torch, handle fuels, apply arc welding techniques, monitor gauge, join metals, operate welding equipment, troubleshoot, spot metal imperfections, remove processed workpiece, perform test run, repair metal sheets, align components, perform metal active gas welding, wear appropriate protective gear, ensure equipment availability, shape sheet metal objects, follow health and safety procedures in construction, apply precision metalworking techniques, perform tungsten inert gas welding, interpret 3D plans, recognise signs of corrosion, smooth burred surfaces, ensure correct metal temperature, follow safety precautions in work practices, interpret 2D plans, perform metal inert gas welding, select filler metal"
1525,http://data.europa.eu/esco/occupation/7af81505-6681-49b5-b65e-401884a71f1f,groundwater monitoring technician,"groundwater monitoring technician environmental protection technician
environmental conservation technician
groundwater protection technician
groundwater laboratory technician
groundwater sampling technician
groundwater monitoring system technician
groundwater technician Groundwater monitoring technician monitor the environment, gathering data in the form of samples and performing tests in a laboratory or field, to investigate potential sources of pollution. They also perform maintenance tasks on the monitoring equipment. interpret scientific data to assess water quality, perform laboratory tests, collect samples, perform water analysis, measure water quality parameters, record test data, collect samples for analysis, use personal protection equipment, test samples for pollutants, test chemical samples, study groundwater, monitor water quality, perform water chemistry analysis, prepare chemical samples, perform water testing procedures"
1526,http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9,refinery shift manager,"refinery shift manager refinery coordinator
plant and equipment manager (refinery)
refinery shift supervisor
shift supervisor
head of oil refinery
refinery manager
shift manager
battery shift lead Refinery shift managers supervise staff, manage plant and equipment, optimise production and ensure safety at the oil refinery on a day-to-day basis. monitor distillation processes, ensure compliance with safety legislation, troubleshoot, manage staff, keep task records, manage emergency procedures, verify distillation safety, set equipment controls, verify oil circulation, deal with pressure from unexpected circumstances, plan shifts of employees, supervise staff, present reports"
1527,http://data.europa.eu/esco/occupation/7b1b5da8-573a-49bb-a38e-68725a949f4f,chief technology officer,"chief technology officer chief technology officers
IT director
chief digital officer
information technology director
CTO Chief technology officers contribute to a company's technical vision and lead all aspects of technology development, according to its strategic direction and growth objectives. They match technology with business needs. administer ICT system, carry out strategic research, manage budgets, define technology strategy, optimise choice of ICT solution, implement ICT coding conventions, monitor technology trends, analyse ICT system, maintain plan for continuity of operations, coordinate technological activities, ensure adherence to organisational ICT standards, lead technology development of an organisation, review development process of an organisation, monitor ICT research, utilise decision support system, establish an ICT customer support process, implement corporate governance"
1528,http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b,microelectronics designer,"microelectronics designer microelectronics hardware engineer
microelectronics circuit system engineer
microelectronics manufacturing design engineer
microelectronics hardware designer
microelectronics circuit design engineer
microelectronics circuit designer
silicon engineer
microelectronics system engineer
microelectronics system designer
integrated circuit hardware engineer
microelectronics technology design engineer
microelectronics circuit engineer
microelectronics packaging design engineer
microelectronics packaging designer Microelectronics designers focus on developing and designing microelectronic systems, from the top packaging level down to the integrated circuit level. Their knowledge incorporates system-level understanding with analogue and digital circuit knowledge, with integrating the technology processes and an overall outlook in microelectronic sensor basics. They work with other engineers, material science specialists and researchers, to enable innovations and continuous development of already existing devices. interpret circuit diagrams, customise drafts, read assembly drawings, adjust engineering designs, create a product's virtual model, use technical drawing software, design integrated circuits, use CAM software, coordinate engineering teams, integrate new products in manufacturing, monitor system performance, design circuits using CAD, draft bill of materials, read engineering drawings, use CAD software, design prototypes, abide by regulations on banned materials, review drafts, apply technical communication skills, program firmware, develop assembly instructions, interpret electronic design specifications, integrate system components, prepare assembly drawings, approve engineering design, develop product design, design sensors, design electronic systems, model sensor"
1529,http://data.europa.eu/esco/occupation/7b629a14-09d0-417e-8181-7683923b4e5e,sports programme coordinator,"sports programme coordinator sports development officer
recreation officer
community development officer
recreation programme coordinator
sports development coordinator Sports programme coordinators coordinate sports and recreation activities and policy implementation. They develop new programs and aim to promote and implement them, as well as ensure the maintenance of sports and recreation facilities. liaise with local authorities, liaise with sports organisations, establish collaborative relations, promote sports in schools, develop sports programmes, promote sports organisation, plan allocation of space, contribute to the development of a sporting estate, develop recreation programmes, perform project management, analyse goal progress, promote recreation activities"
1530,http://data.europa.eu/esco/occupation/7b74626d-b487-48a1-9e80-47faf9928210,pharmacy technician,"pharmacy technician technologist in pharmaceuticals
technologist in pharmacy
pharmacy technologist
pharmaceutical technician
pharmaceutical technologist
pharmacy technical assistant
technical assistant in pharmacy
technician in pharmacy
technician in pharmaceuticals Pharmacy technicians, under the supervision of a pharmacist, check incoming goods, control stock, handle and store pharmaceuticals properly. Where permitted by national rules, they dispense medication and provide advice on their appropriate use. follow procedures to control substances hazardous to health, check information on prescriptions, respond to changing situations in health care, operate cash register, handle the logistics of medicinal products, communicate with customers, contribute to continuity of health care, use e-health and mobile health technologies, maintain pharmaceutical records, empathise with the healthcare user, transfer medication, take pharmaceutical inventory, obtain healthcare user's medical status information, manage healthcare users' data, prepare prescription labels, ensure the appropriate supply in pharmacy, deal with emergency care situations, maintain adequate medication storage conditions, provide health education, communicate in healthcare, process medical insurance claims, follow clinical guidelines, ensure quality assurance for pharmaceutical products, comply with quality standards related to healthcare practice, comply with legislation related to health care, listen actively, adhere to organisational guidelines, work in a multicultural environment in health care, promote inclusion, interact with healthcare users, ensure safety of healthcare users, apply organisational techniques, communicate by telephone, refer healthcare users, work in multidisciplinary health teams, accept own accountability, report medication interaction to pharmacist"
1531,http://data.europa.eu/esco/occupation/7b89d3e0-c6fb-4c95-bf0d-3b4acf05f9d6,legislative drafter,"legislative drafter researcher
parliamentary drafter
parliamentary draughtsman
parliamentary draftsman
parliamentary draftsperson
parliamentary councel Legislative drafters research pieces of legislations and edit them in order to make them stronger and more clear. Rarely they also add new ideas which have never been incorporated into a law or a bill before. analyse legislation, use communication techniques, draft legislation, provide written content, structure information, provide legal advice"
1532,http://data.europa.eu/esco/occupation/7b8b6118-6876-4a71-81a6-4b5fa9bfa221,respiratory therapy technician,"respiratory therapy technician respiratory care supervisor
respiratory therapist
respiratory technician
breathing technician
oxygen therapy technician
respiratory care assistant Respiratory therapy technicians assist doctors and surgeons to treat respiratory problems. They work in hospitals and medical facilities where they operate medical equipment to test patients' respiratory conditions and aid in their treatment. Respiratory therapy technicians also tend to breathing equipment and machines during surgery. contribute to continuity of health care, operate breathing equipment, operate heart-lung machines, communicate in healthcare, comply with quality standards related to healthcare practice, comply with legislation related to health care, ensure safety of healthcare users, apply context specific clinical competences, work in multidisciplinary health teams, carry out invasive cardiovascular procedures"
1533,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28,mine planning engineer,"mine planning engineer mining operations scheduler
mine planning supervisor
mine production scheduler
mine project engineer
surface mine planning engineer Mine planning engineers design future mine layouts capable of achieving production and mine development objectives, taking into account the geological characteristics and structure of the mineral resource. They prepare production and development schedules and monitor progress against these. interface with anti-mining lobbyists, maintain plans of a mining site, generate reconciliation reports, supervise staff, prepare scientific reports, monitor mine production, use mine planning software, address problems critically, advise on mine equipment, schedule mine production"
1534,http://data.europa.eu/esco/occupation/7bc02fa7-7aaa-41a6-be5b-ab7a7b6684d3,gas distribution engineer,"gas distribution engineer gas distribution system engineer
gas distribution engineering specialist
gas distribution network engineer
gas distribution technology engineering specialist
gas distribution technology engineering consultant
gas distribution process engineer
gas transmission system engineer
gas distribution engineering adviser
natural gas distribution engineer
gas distribution engineering consultant
gas distribution technology engineering expert
gas distributions engineer
LPG distribution engineer
gas distribution technology engineer
gas transmission engineer
gas distribution technology engineering adviser
gas distribution pipeline engineer
gas distribution engineering expert
gas distribution research engineer
natural gas transmission system engineer Gas distribution engineers design and construct transport systems for natural gas, connecting the gas distribution network to the consumer by designing piping works and mains. They research methods to ensure sustainability, and to decrease environmental impact, as well as optimising cost efficiency. ensure regulatory compliance in pipeline infrastructures, adjust engineering designs, perform scientific research, use technical drawing software, mitigate environmental impact of pipeline projects, monitor legislation developments, comply with pipeline transport regulations, create designs for pipeline engineering, supervise gas distribution operations, approve engineering design"
1535,http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd,insurance risk consultant,"insurance risk consultant risk and insurance consultant
insurance analyst
insurance adviser
insurance consultant
insurance risk associate
insurance risk surveyor Insurance risk consultants prepare reports for insurance underwriters. For this purpose, they undertake surveys in order to determine the potential financial risk for personal products, properties or sites. conduct financial surveys, advise on risk management, perform risk analysis, obtain financial information, estimate damage, analyse insurance risk, analyse financial risk, prepare survey report"
1536,http://data.europa.eu/esco/occupation/7beefadd-ea05-4f59-bc4b-01075f27b937,video artist,"video artist interactive video artist
video effects artist
visual technician
graphics & video artist
visual manipulator
visuals artist
graphics and video artist
video graphics artist
video manipulator Video artists create videos using analogue or digital techniques to obtain special effects, animation, or other animated visuals using films, videos, images, computer or other electronic tools. create animated narratives, develop an artistic framework, tune a projector, adapt artistic plan to location, set up cameras, create digital images, prepare personal work environment, maintain audiovisual equipment, contextualise artistic work, create special effects, collaborate with a technical staff in artistic productions, edit digital moving images, convert into animated object, mix live images, define artistic approach, manage online content, gather reference materials for artwork, provide multimedia content, create moving images, develop animations, design graphics"
1537,http://data.europa.eu/esco/occupation/7bf11599-d0bb-4789-9886-55c87f5da449,leather goods quality technician,"leather goods quality technician quality technologist
leather goods quality technologist
leather goods quality specialist
leather goods quality engineer Leather goods quality technicians perform tasks related to quality control. As such, they execute laboratory tests (finished products, used materials and components) according to the national and international standards. They analyse and interpret the results of the laboratory tests, prepare reports, advise on corrective and preventive measures. All in all, they contribute to the accomplishment of requirements and objectives with the aim of continuous improvement and customer satisfaction. apply footwear and leather goods quality control techniques, reduce environmental impact of footwear manufacturing, communicate commercial and technical issues in foreign languages, use communication techniques, manage footwear quality systems, use IT tools"
1538,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,pharmacist,"pharmacist practitioner of pharmacy
pharmacologist
pharmacology practitioner
dispensing chemist
retail pharmacist
practitioner of pharmacology
pharmacy practitioner Pharmacists prepare, dispense, and provide prescriptions for, over the counter medication. They offer clinical information on medicines, report suspected adverse reactions, and provide personalised support to patients. Pharmacists formulate and test medications in laboratories, and store, preserve, and distribute them. check information on prescriptions, provide medicines information, handle the logistics of medicinal products, communicate with customers, counsel healthcare users on medicines, contribute to continuity of health care, empathise with the healthcare user, obtain healthcare user's medical status information, dispense medicines, manage healthcare users' data, ensure the appropriate supply in pharmacy, deal with emergency care situations, maintain adequate medication storage conditions, provide health education, test medicinal products, provide pharmaceutical advice, communicate in healthcare, manage medical supply chains, process medical insurance claims, follow clinical guidelines, advise on healthcare users' informed consent, manufacture medicines, evaluate scientific data concerning medicines, ensure pharmacovigilance, comply with quality standards related to healthcare practice, comply with legislation related to health care, listen actively, manage personal professional development, prepare medication from prescription, contribute to public health campaigns, ensure client orientation, prepare doses of medication according to patient needs, participate in medical inventory control, maintain pharmacy records, interact with healthcare users, perform project management, ensure safety of healthcare users, apply organisational techniques, manage medication safety issues, supervise pharmaceutical staff, refer healthcare users, work in multidisciplinary health teams, perform therapeutic drug monitoring, accept own accountability, monitor patients' medication"
1539,http://data.europa.eu/esco/occupation/7c205166-d862-45fc-90e5-58a3aa3721dd,road construction supervisor,"road construction supervisor supervisor of road construction
road construction project supervisor
clerk of works
supervisor of road construction operations
road construction foreman
highway construction supervisor
road construction clerk of works
surfacing supervisor Road construction supervisors monitor the construction and maintenance of roads. They assign tasks and take quick decisions to resolve problems. conduct quality control analysis, manage health and safety standards, monitor stock level, inspect construction sites, work in a construction team, inspect construction supplies, ensure compliance with construction project deadline, ensure equipment availability, secure working area, plan resource allocation, plan shifts of employees, follow health and safety procedures in construction, evaluate employees work, supervise staff, process incoming construction supplies, react to events in time-critical environments, use safety equipment in construction, keep records of work progress, guide operation of heavy construction equipment, liaise with managers, coordinate construction activities"
1540,http://data.europa.eu/esco/occupation/7c2fbf7d-b934-4f62-8167-0ed90fb2a16f,rolling stock engineer,"rolling stock engineer locomotive engineer
rolling stock engineering consultant
carriage designer
multiple unit engineer
rail vehicle designer
wagon designer
wagon engineer
rolling stock technology engineer
rail vehicle engineer
rolling stock engineering specialist
rolling stock technology engineering specialist
rolling stock engineering adviser
railcar engineer
rolling stock technology engineering adviser
railway vehicle designer
rolling stock technology engineering expert
rolling stocks engineer
multiple unit designer
locomotive designer
rolling stock engineering expert
traction engineer
railcar designer
railway vehicle engineer
rolling stock technology engineering consultant
rolling stock designer
carriage engineer Rolling stock engineers design and oversee the manufacturing process and installation of rail vehicles, including locomotives, carriages, wagons and multiple units. They design new trains and electrical or mechanical parts, supervise modifications and resolve technical problems. They also supervise routine maintenance duties to ensure that trains are in good condition and meet quality and safety standards. control compliance of railway vehicles regulations, adjust engineering designs, design wayside signalling interlockings, perform scientific research, use technical drawing software, execute feasibility study, assess financial viability, analyse production processes for improvement, approve engineering design, control production"
1541,http://data.europa.eu/esco/occupation/7c320679-131d-4828-87ed-94886614b7ed,pump operator,"pump operator fire fighter assistant
fireman assistant
fire appliance pump operator
fire engine pump operator
firewoman assistant
firefighter assistant Pump operators assist firefighting operations by controlling the pumps which supply water and other substances for extinguishing fires. They ensure the substance is delivered in the right amount and under the correct pressure through the firehose. extinguish fires, ensure public safety and security, work as a team in a hazardous environment, coordinate fire fighting, manage major incidents, maintain hydraulic systems, operate hydraulic pumps, use different types of fire extinguishers, operate hydraulic machinery controls, operate pumps for fire extinguishing, perform preventive maintenance on fire fighting vehicles, manage emergency care situations, operate fire extinguishers"
